project_id,month,true_reduction_tCO2,reported_reduction_tCO2,issued_credits,buffer_credits,retired_credits,overcrediting_tCO2,delivery_risk_flag,price_usd,gross_revenue_usd
P0090,2022-01-01,749.216,985.707,841.4,144.308,91.395,236.492,0,6.3,575.79
P0090,2022-02-01,739.698,961.712,820.917,140.795,242.448,222.014,0,7.43,1801.39
P0090,2022-03-01,729.639,830.447,708.869,121.577,166.177,100.808,0,7.91,1314.46
P0090,2022-04-01,719.152,964.126,822.978,141.148,321.411,244.974,0,7.41,2381.66
P0090,2022-05-01,708.355,883.124,753.835,129.289,276.188,174.77,0,7.43,2052.08
P0090,2022-06-01,697.371,945.876,807.399,138.476,425.074,248.505,0,6.24,2652.46
P0090,2022-07-01,686.324,855.095,729.909,125.186,262.861,168.771,0,7.86,2066.09
P0090,2022-08-01,675.34,920.563,785.793,134.77,330.719,245.223,0,7.81,2582.92
P0090,2022-09-01,664.543,914.685,780.775,133.91,366.28,250.141,0,6.92,2534.66
P0090,2022-10-01,654.056,876.175,747.903,128.272,145.587,222.119,0,8.83,1285.53
P0090,2022-11-01,643.997,745.528,636.383,109.145,404.478,101.532,0,6.99,2827.3
P0090,2022-12-01,634.479,779.278,665.191,114.086,270.997,144.798,0,6.77,1834.65
P0090,2023-01-01,625.612,755.04,644.502,110.538,242.904,129.427,1,6.74,1637.17
P0090,2023-02-01,617.496,748.433,638.863,109.571,247.313,130.938,0,7.9,1953.77
P0090,2023-03-01,610.221,842.782,719.399,123.383,364.429,232.561,0,8.13,2962.81
P0090,2023-04-01,603.872,816.469,696.938,119.531,117.213,212.597,0,8.25,967.01
P0090,2023-05-01,598.519,716.249,611.39,104.859,180.111,117.73,0,7.83,1410.27
P0090,2023-06-01,594.224,791.183,675.354,115.829,160.516,196.959,0,7.6,1219.92
P0090,2023-07-01,591.035,730.463,623.523,106.94,212.425,139.427,0,8.64,1835.35
P0090,2023-08-01,588.989,794.935,678.557,116.379,335.085,205.947,0,7.65,2563.4
P0090,2023-09-01,588.107,670.077,571.978,98.099,166.498,81.97,0,7.51,1250.4
P0090,2023-10-01,588.401,715.445,610.704,104.741,172.571,127.043,0,9.13,1575.57
P0090,2023-11-01,589.867,812.114,693.221,118.893,309.245,222.247,0,8.45,2613.12
P0090,2023-12-01,592.489,755.194,644.634,110.56,378.376,162.705,0,8.67,3280.52
P0090,2024-01-01,596.236,755.506,644.9,110.606,329.481,159.27,0,8.82,2906.02
P0090,2024-02-01,601.067,745.463,636.327,109.136,285.983,144.396,0,8.15,2330.76
P0090,2024-03-01,606.926,837.838,715.178,122.659,165.983,230.911,0,8.04,1334.5
P0090,2024-04-01,613.748,690.871,589.727,101.143,217.74,77.123,0,8.98,1955.31
P0090,2024-05-01,621.454,798.866,681.912,116.954,263.538,177.412,0,8.27,2179.46
P0090,2024-06-01,629.958,842.14,718.851,123.289,199.765,212.182,0,8.9,1777.91
P0090,2024-07-01,639.163,804.607,686.813,117.794,360.61,165.444,0,8.69,3133.7
P0090,2024-08-01,648.966,815.192,695.848,119.344,297.392,166.226,0,8.08,2402.93
P0090,2024-09-01,659.254,752.858,642.64,110.218,83.459,93.604,0,9.43,787.02
P0090,2024-10-01,669.911,793.881,677.657,116.224,283.016,123.97,0,8.12,2298.09
P0090,2024-11-01,680.817,860.171,734.242,125.929,372.54,179.354,0,9.09,3386.39
P0090,2024-12-01,691.848,837.965,715.287,122.678,35.764,146.117,0,9.04,323.31
P0091,2020-01-01,1392.088,1566.193,1200.33,365.863,602.72,174.104,0,6.15,3706.73
P0091,2020-02-01,1414.284,1672.238,1281.603,390.635,373.589,257.954,0,6.46,2413.38
P0091,2020-03-01,1436.228,1639.933,1256.844,383.088,343.929,203.705,0,5.75,1977.59
P0091,2020-04-01,1457.672,1586.971,1216.254,370.716,552.185,129.299,0,5.61,3097.76
P0091,2020-05-01,1478.373,1823.542,1397.562,425.979,591.043,345.169,0,5.01,2961.13
P0091,2020-06-01,1498.096,1993.789,1528.04,465.749,791.899,495.693,0,6.84,5416.59
P0091,2020-07-01,1516.618,1910.641,1464.316,446.326,719.903,394.024,0,6.32,4549.79
P0091,2020-08-01,1533.729,1822.19,1396.526,425.664,446.204,288.461,0,8.04,3587.48
P0091,2020-09-01,1549.235,1980.09,1517.541,462.549,319.25,430.855,0,5.94,1896.34
P0091,2020-10-01,1562.961,1732.424,1327.73,404.694,549.1,169.464,0,7.19,3948.03
P0091,2020-11-01,1574.75,2067.623,1584.626,482.997,320.402,492.873,0,7.07,2265.24
P0091,2020-12-01,1584.47,1896.377,1453.383,442.994,213.291,311.907,0,6.49,1384.26
P0091,2021-01-01,1592.011,1899.262,1455.594,443.668,875.189,307.251,0,6.28,5496.19
P0091,2021-02-01,1597.286,1793.891,1374.838,419.053,330.761,196.605,0,6.45,2133.41
P0091,2021-03-01,1600.236,1905.351,1460.261,445.09,219.417,305.115,0,6.23,1366.97
P0091,2021-04-01,1600.828,1951.287,1495.466,455.821,349.712,350.459,0,6.78,2371.05
P0091,2021-05-01,1599.054,2052.878,1573.326,479.552,677.054,453.824,0,6.44,4360.23
P0091,2021-06-01,1594.936,1583.244,1213.398,369.846,308.82,0.0,0,7.22,2229.68
P0091,2021-07-01,1588.519,1930.668,1479.664,451.004,240.797,342.149,0,6.7,1613.34
P0091,2021-08-01,1579.877,2073.307,1588.983,484.325,359.026,493.43,1,6.75,2423.43
P0091,2021-09-01,1569.107,1875.905,1437.694,438.211,592.8,306.799,0,7.94,4706.83
P0091,2021-10-01,1556.331,1792.207,1373.547,418.66,259.835,235.876,1,6.63,1722.71
P0091,2021-11-01,1541.694,1863.998,1428.568,435.43,639.297,322.304,0,6.18,3950.86
P0091,2021-12-01,1525.362,1981.763,1518.823,462.94,671.362,456.401,0,7.39,4961.37
P0091,2022-01-01,1507.52,1760.763,1349.448,411.314,368.55,253.242,0,6.3,2321.86
P0091,2022-02-01,1488.371,1789.726,1371.646,418.08,345.894,301.355,0,7.43,2569.99
P0091,2022-03-01,1468.13,1779.694,1363.957,415.736,322.016,311.564,0,7.91,2547.15
P0091,2022-04-01,1447.028,1660.12,1272.316,387.804,475.101,213.092,0,7.41,3520.5
P0091,2022-05-01,1425.303,1733.349,1328.439,404.91,360.741,308.046,0,7.43,2680.31
P0091,2022-06-01,1403.202,1860.29,1425.726,434.564,94.636,457.088,0,6.24,590.53
P0091,2022-07-01,1380.975,1711.51,1311.702,399.809,344.351,330.535,0,7.86,2706.6
P0091,2022-08-01,1358.874,1591.579,1219.786,371.793,340.582,232.706,0,7.81,2659.95
P0091,2022-09-01,1337.149,1596.497,1223.556,372.942,410.899,259.348,0,6.92,2843.42
P0091,2022-10-01,1316.047,1709.524,1310.179,399.345,215.634,393.477,0,8.83,1904.05
P0091,2022-11-01,1295.806,1807.188,1385.029,422.159,286.219,511.382,0,6.99,2000.67
P0091,2022-12-01,1276.656,1597.157,1224.061,373.096,659.434,320.501,0,6.77,4464.37
P0091,2023-01-01,1258.814,1475.35,1130.708,344.642,212.725,216.536,1,6.74,1433.77
P0091,2023-02-01,1242.483,1949.697,1494.248,455.449,270.512,707.214,0,7.9,2137.04
P0091,2023-03-01,1227.846,1517.955,1163.361,354.594,426.647,290.109,0,8.13,3468.64
P0091,2023-04-01,1215.07,1180.693,904.883,275.81,462.609,0.0,0,8.25,3816.52
P0091,2023-05-01,1204.3,1356.136,1039.342,316.793,398.941,151.836,0,7.83,3123.71
P0091,2023-06-01,1195.658,1314.151,1007.165,306.986,227.291,118.493,0,7.6,1727.41
P0091,2023-07-01,1189.241,1399.128,1072.292,326.836,537.285,209.887,0,8.64,4642.14
P0091,2023-08-01,1185.122,1513.914,1160.264,353.65,371.943,328.792,0,7.65,2845.36
P0091,2023-09-01,1183.349,1512.487,1159.17,353.317,199.183,329.138,0,7.51,1495.86
P0091,2023-10-01,1183.941,1271.601,974.555,297.046,448.872,87.66,0,9.13,4098.2
P0091,2023-11-01,1186.891,1353.269,1037.145,316.124,462.869,166.378,0,8.45,3911.24
P0091,2023-12-01,1192.166,1274.999,977.16,297.84,363.255,82.833,0,8.67,3149.42
P0091,2024-01-01,1199.706,1394.432,1068.693,325.739,168.236,194.726,0,8.82,1483.84
P0091,2024-02-01,1209.426,1322.206,1013.338,308.867,445.116,112.78,0,8.15,3627.7
P0091,2024-03-01,1221.216,1625.201,1245.554,379.647,598.957,403.985,1,8.04,4815.61
P0091,2024-04-01,1234.942,1432.992,1098.245,334.747,440.776,198.051,0,8.98,3958.17
P0091,2024-05-01,1250.448,1310.136,1004.089,306.048,319.53,59.689,0,8.27,2642.51
P0091,2024-06-01,1267.559,1636.624,1254.308,382.315,394.448,369.065,0,8.9,3510.59
P0091,2024-07-01,1286.081,1582.807,1213.063,369.744,321.259,296.726,0,8.69,2791.74
P0091,2024-08-01,1305.804,1550.905,1188.614,362.291,90.207,245.101,0,8.08,728.87
P0091,2024-09-01,1326.505,1378.597,1056.556,322.04,311.252,52.092,1,9.43,2935.11
P0091,2024-10-01,1347.949,1593.53,1221.281,372.249,356.672,245.581,0,8.12,2896.18
P0091,2024-11-01,1369.893,1651.033,1265.352,385.681,331.863,281.14,0,9.09,3016.63
P0091,2024-12-01,1392.088,1606.538,1231.251,375.287,319.151,214.45,0,9.04,2885.13
P0092,2020-01-01,69.343,102.998,89.793,13.204,41.193,33.654,0,6.15,253.34
P0092,2020-02-01,70.449,101.582,88.559,13.023,34.397,31.133,0,6.46,222.2
P0092,2020-03-01,71.542,103.185,89.957,13.228,26.346,31.643,0,5.75,151.49
P0092,2020-04-01,72.61,114.676,99.974,14.701,25.546,42.066,0,5.61,143.31
P0092,2020-05-01,73.641,105.803,92.239,13.564,37.438,32.162,0,5.01,187.56
P0092,2020-06-01,74.624,109.015,95.04,13.976,38.659,34.391,0,6.84,264.43
P0092,2020-07-01,75.546,124.024,108.124,15.9,50.457,48.477,0,6.32,318.89
P0092,2020-08-01,76.399,108.203,94.331,13.872,30.008,31.804,0,8.04,241.26
P0092,2020-09-01,77.171,118.281,103.118,15.164,38.539,41.11,0,5.94,228.92
P0092,2020-10-01,77.855,120.147,104.744,15.403,29.134,42.292,0,7.19,209.47
P0092,2020-11-01,78.442,108.686,94.753,13.934,30.225,30.244,0,7.07,213.69
P0092,2020-12-01,78.926,123.198,107.404,15.794,41.115,44.272,0,6.49,266.84
P0092,2021-01-01,79.302,113.152,98.646,14.506,33.137,33.85,0,6.28,208.1
P0092,2021-02-01,79.565,109.305,95.292,14.013,44.061,29.74,0,6.45,284.19
P0092,2021-03-01,79.712,104.727,91.301,13.426,19.09,25.015,0,6.23,118.93
P0092,2021-04-01,79.741,118.443,103.259,15.184,38.829,38.702,0,6.78,263.26
P0092,2021-05-01,79.653,121.761,106.151,15.61,32.673,42.108,0,6.44,210.41
P0092,2021-06-01,79.448,113.339,98.809,14.53,33.107,33.891,0,7.22,239.03
P0092,2021-07-01,79.128,108.934,94.969,13.965,35.214,29.806,0,6.7,235.93
P0092,2021-08-01,78.698,122.358,106.672,15.686,44.346,43.661,0,6.75,299.34
P0092,2021-09-01,78.161,108.398,94.501,13.897,24.823,30.237,0,7.94,197.09
P0092,2021-10-01,77.525,112.433,98.019,14.414,29.932,34.909,0,6.63,198.45
P0092,2021-11-01,76.796,123.185,107.393,15.792,23.311,46.39,0,6.18,144.06
P0092,2021-12-01,75.982,109.274,95.265,14.009,54.483,33.292,0,7.39,402.63
P0092,2022-01-01,75.093,116.283,101.376,14.908,16.631,41.19,0,6.3,104.78
P0092,2022-02-01,74.139,106.671,92.996,13.675,30.88,32.532,0,7.43,229.44
P0092,2022-03-01,73.131,99.942,87.13,12.813,29.708,26.811,0,7.91,234.99
P0092,2022-04-01,72.08,107.705,93.897,13.808,30.11,35.625,0,7.41,223.12
P0092,2022-05-01,70.998,104.864,91.42,13.444,35.849,33.866,0,7.43,266.36
P0092,2022-06-01,69.897,112.138,97.762,14.376,36.032,42.241,0,6.24,224.84
P0092,2022-07-01,68.79,101.693,88.656,13.037,16.484,32.903,1,7.86,129.56
P0092,2022-08-01,67.689,108.331,94.443,13.888,33.023,40.642,0,7.81,257.91
P0092,2022-09-01,66.607,108.501,94.591,13.91,19.085,41.894,0,6.92,132.07
P0092,2022-10-01,65.556,90.367,78.782,11.585,35.002,24.812,0,8.83,309.07
P0092,2022-11-01,64.547,100.541,87.651,12.889,20.965,35.994,0,6.99,146.55
P0092,2022-12-01,63.593,96.904,84.481,12.423,21.726,33.311,0,6.77,147.09
P0092,2023-01-01,62.705,95.172,82.971,12.201,36.53,32.467,0,6.74,246.21
P0092,2023-02-01,61.891,89.336,77.883,11.453,23.35,27.445,0,7.9,184.47
P0092,2023-03-01,61.162,89.022,77.609,11.413,43.212,27.86,0,8.13,351.31
P0092,2023-04-01,60.526,86.459,75.375,11.084,19.894,25.934,0,8.25,164.13
P0092,2023-05-01,59.989,81.184,70.776,10.408,17.093,21.195,0,7.83,133.84
P0092,2023-06-01,59.559,84.766,73.899,10.867,18.478,25.207,0,7.6,140.43
P0092,2023-07-01,59.239,88.06,76.771,11.289,25.093,28.821,0,8.64,216.8
P0092,2023-08-01,59.034,80.644,70.305,10.339,15.955,21.61,0,7.65,122.06
P0092,2023-09-01,58.946,82.637,72.043,10.594,12.988,23.691,0,7.51,97.54
P0092,2023-10-01,58.975,84.636,73.785,10.85,25.301,25.661,0,9.13,231.0
P0092,2023-11-01,59.122,78.601,68.524,10.077,16.466,19.479,0,8.45,139.14
P0092,2023-12-01,59.385,83.904,73.148,10.757,34.205,24.519,0,8.67,296.56
P0092,2024-01-01,59.76,85.214,74.289,10.924,35.394,25.453,0,8.82,312.18
P0092,2024-02-01,60.244,92.075,80.271,11.804,41.319,31.831,0,8.15,336.75
P0092,2024-03-01,60.832,91.879,80.1,11.779,42.209,31.047,0,8.04,339.36
P0092,2024-04-01,61.515,98.53,85.899,12.632,40.253,37.015,0,8.98,361.47
P0092,2024-05-01,62.288,81.016,70.63,10.386,25.229,18.728,0,8.27,208.64
P0092,2024-06-01,63.14,94.348,82.252,12.095,38.585,31.207,0,8.9,343.41
P0092,2024-07-01,64.063,93.792,81.768,12.024,20.673,29.729,0,8.69,179.65
P0092,2024-08-01,65.045,92.527,80.665,11.862,24.189,27.482,0,8.08,195.45
P0092,2024-09-01,66.076,94.606,82.477,12.128,25.096,28.529,0,9.43,236.66
P0092,2024-10-01,67.145,98.673,86.023,12.65,20.795,31.528,0,8.12,168.86
P0092,2024-11-01,68.238,103.619,90.335,13.284,39.598,35.381,0,9.09,359.95
P0092,2024-12-01,69.343,102.361,89.239,13.123,45.116,33.018,0,9.04,407.85
P0093,2020-01-01,501.833,632.77,432.245,200.525,200.104,130.937,0,6.15,1230.64
P0093,2020-02-01,509.835,634.578,433.481,201.098,216.318,124.744,0,6.46,1397.41
P0093,2020-03-01,517.745,608.288,415.521,192.766,205.161,90.543,0,5.75,1179.68
P0093,2020-04-01,525.475,644.349,440.155,204.194,137.199,118.873,0,5.61,769.69
P0093,2020-05-01,532.938,676.909,462.397,214.513,119.363,143.971,0,5.01,598.01
P0093,2020-06-01,540.048,586.256,400.472,185.785,222.543,46.208,0,6.84,1522.19
P0093,2020-07-01,546.725,579.052,395.55,183.502,122.248,32.327,0,6.32,772.61
P0093,2020-08-01,552.893,596.054,407.164,188.889,136.247,43.161,0,8.04,1095.43
P0093,2020-09-01,558.483,638.528,436.178,202.349,146.107,80.045,1,5.94,867.88
P0093,2020-10-01,563.431,656.326,448.337,207.99,45.526,92.895,0,7.19,327.33
P0093,2020-11-01,567.681,727.556,496.994,230.563,107.598,159.875,0,7.07,760.72
P0093,2020-12-01,571.185,646.167,441.397,204.77,99.024,74.982,0,6.49,642.67
P0093,2021-01-01,573.903,782.652,534.63,248.023,66.438,208.749,0,6.28,417.23
P0093,2021-02-01,575.805,673.458,460.039,213.419,148.874,97.653,0,6.45,960.24
P0093,2021-03-01,576.868,634.112,433.162,200.95,149.476,57.244,0,6.23,931.24
P0093,2021-04-01,577.082,597.052,407.846,189.206,103.792,19.971,0,6.78,703.71
P0093,2021-05-01,576.442,618.226,422.31,195.916,223.556,41.784,0,6.44,1439.7
P0093,2021-06-01,574.958,587.751,401.493,186.258,120.074,12.794,0,7.22,866.93
P0093,2021-07-01,572.645,671.333,458.588,212.745,115.128,98.688,0,6.7,771.36
P0093,2021-08-01,569.529,566.193,386.767,179.427,102.559,0.0,0,6.75,692.27
P0093,2021-09-01,565.647,708.496,483.974,224.522,144.1,142.85,0,7.94,1144.15
P0093,2021-10-01,561.041,695.391,475.022,220.37,221.375,134.35,0,6.63,1467.72
P0093,2021-11-01,555.765,670.236,457.838,212.398,221.301,114.471,0,6.18,1367.64
P0093,2021-12-01,549.877,613.886,419.346,194.541,178.669,64.009,0,7.39,1320.36
P0093,2022-01-01,543.445,695.84,475.328,220.512,203.673,152.394,0,6.3,1283.14
P0093,2022-02-01,536.542,649.918,443.959,205.959,63.025,113.376,0,7.43,468.28
P0093,2022-03-01,529.246,606.15,414.061,192.089,122.611,76.905,0,7.91,969.85
P0093,2022-04-01,521.638,602.889,411.834,191.056,158.446,81.251,0,7.41,1174.08
P0093,2022-05-01,513.807,582.114,397.642,184.472,198.998,68.307,0,7.43,1478.56
P0093,2022-06-01,505.84,655.561,447.814,207.747,140.482,149.721,0,6.24,876.61
P0093,2022-07-01,497.827,624.013,426.263,197.75,117.67,126.185,0,7.86,924.89
P0093,2022-08-01,489.86,491.464,335.719,155.745,176.843,1.604,0,7.81,1381.14
P0093,2022-09-01,482.028,550.156,375.811,174.344,18.791,68.127,0,6.92,130.03
P0093,2022-10-01,474.421,399.83,273.124,126.706,59.421,0.0,0,8.83,524.69
P0093,2022-11-01,467.125,515.973,352.461,163.512,140.085,48.848,0,6.99,979.19
P0093,2022-12-01,460.221,542.133,370.331,171.802,162.667,81.911,0,6.77,1101.26
P0093,2023-01-01,453.79,580.722,396.691,184.031,120.434,126.933,0,6.74,811.73
P0093,2023-02-01,447.902,469.463,320.69,148.773,91.213,21.561,0,7.9,720.58
P0093,2023-03-01,442.626,519.442,354.831,164.611,189.017,76.817,0,8.13,1536.71
P0093,2023-04-01,438.02,537.527,367.185,170.342,100.197,99.507,0,8.25,826.63
P0093,2023-05-01,434.138,515.827,352.361,163.466,135.755,81.689,0,7.83,1062.96
P0093,2023-06-01,431.022,529.834,361.929,167.904,245.453,98.812,0,7.6,1865.44
P0093,2023-07-01,428.709,530.402,362.318,168.084,152.616,101.693,0,8.64,1318.6
P0093,2023-08-01,427.224,528.535,361.042,167.493,133.495,101.311,0,7.65,1021.24
P0093,2023-09-01,426.585,427.758,292.202,135.557,113.392,1.173,0,7.51,851.57
P0093,2023-10-01,426.798,483.962,330.594,153.368,151.44,57.164,1,9.13,1382.65
P0093,2023-11-01,427.862,567.478,387.644,179.834,70.224,139.616,0,8.45,593.39
P0093,2023-12-01,429.763,563.605,384.998,178.606,84.586,133.841,0,8.67,733.36
P0093,2024-01-01,432.482,454.278,310.317,143.961,64.188,21.797,0,8.82,566.14
P0093,2024-02-01,435.986,522.538,356.946,165.592,127.992,86.553,0,8.15,1043.13
P0093,2024-03-01,440.236,529.585,361.759,167.825,112.419,89.349,0,8.04,903.85
P0093,2024-04-01,445.184,576.435,393.763,182.672,100.841,131.251,0,8.98,905.55
P0093,2024-05-01,450.773,475.016,324.483,150.532,157.087,24.242,0,8.27,1299.11
P0093,2024-06-01,456.942,545.894,372.9,172.994,120.598,88.952,0,8.9,1073.32
P0093,2024-07-01,463.619,566.305,386.843,179.462,205.044,102.686,0,8.69,1781.83
P0093,2024-08-01,470.729,585.509,399.961,185.548,149.775,114.781,0,8.08,1210.18
P0093,2024-09-01,478.191,494.785,337.988,156.797,178.001,16.594,0,9.43,1678.55
P0093,2024-10-01,485.922,621.605,424.618,196.987,199.912,135.683,0,8.12,1623.29
P0093,2024-11-01,493.832,635.03,433.789,201.241,256.443,141.198,0,9.09,2331.07
P0093,2024-12-01,501.833,640.561,437.567,202.994,213.291,138.727,0,9.04,1928.15
P0094,2020-01-01,742.975,865.45,734.594,130.856,223.237,122.475,0,6.15,1372.91
P0094,2020-02-01,754.821,913.289,775.2,138.089,344.197,158.468,0,6.46,2223.51
P0094,2020-03-01,766.533,984.534,835.673,148.862,278.527,218.001,0,5.75,1601.53
P0094,2020-04-01,777.978,972.869,825.771,147.098,434.624,194.891,0,5.61,2438.24
P0094,2020-05-01,789.026,863.829,733.218,130.611,262.254,74.804,0,5.01,1313.89
P0094,2020-06-01,799.552,843.813,716.229,127.585,268.974,44.261,0,6.84,1839.78
P0094,2020-07-01,809.438,993.373,843.175,150.198,315.977,183.935,0,6.32,1996.97
P0094,2020-08-01,818.57,966.435,820.31,146.125,178.14,147.865,0,8.04,1432.25
P0094,2020-09-01,826.846,1041.433,883.969,157.465,335.862,214.587,0,5.94,1995.02
P0094,2020-10-01,834.172,876.573,744.035,132.538,249.32,42.401,0,7.19,1792.61
P0094,2020-11-01,840.464,943.604,800.931,142.673,329.15,103.14,0,7.07,2327.09
P0094,2020-12-01,845.652,995.868,845.293,150.575,468.221,150.216,0,6.49,3038.75
P0094,2021-01-01,849.676,980.558,832.297,148.26,354.035,130.882,0,6.28,2223.34
P0094,2021-02-01,852.491,1104.182,937.229,166.952,335.468,251.69,0,6.45,2163.77
P0094,2021-03-01,854.066,982.277,833.757,148.52,190.149,128.211,0,6.23,1184.63
P0094,2021-04-01,854.382,1000.713,849.405,151.308,330.068,146.331,0,6.78,2237.86
P0094,2021-05-01,853.435,973.702,826.479,147.224,327.811,120.267,0,6.44,2111.1
P0094,2021-06-01,851.237,1051.228,892.283,158.946,410.221,199.991,0,7.22,2961.8
P0094,2021-07-01,847.813,1042.532,884.901,157.631,395.375,194.719,0,6.7,2649.01
P0094,2021-08-01,843.2,1145.812,972.565,173.247,376.924,302.612,0,6.75,2544.24
P0094,2021-09-01,837.452,1150.588,976.619,173.969,239.038,313.136,0,7.94,1897.96
P0094,2021-10-01,830.633,1059.555,899.35,160.205,326.418,228.922,0,6.63,2164.15
P0094,2021-11-01,822.821,931.949,791.038,140.911,233.803,109.128,0,6.18,1444.9
P0094,2021-12-01,814.105,953.821,809.603,144.218,56.677,139.716,1,7.39,418.84
P0094,2022-01-01,804.582,959.052,814.043,145.009,414.89,154.47,0,6.3,2613.81
P0094,2022-02-01,794.362,944.184,801.423,142.761,250.177,149.822,0,7.43,1858.82
P0094,2022-03-01,783.559,1059.255,899.095,160.159,345.739,275.695,0,7.91,2734.8
P0094,2022-04-01,772.297,855.18,725.877,129.303,234.523,82.884,0,7.41,1737.82
P0094,2022-05-01,760.702,922.091,782.671,139.42,448.494,161.389,0,7.43,3332.31
P0094,2022-06-01,748.906,855.502,726.15,129.352,410.777,106.595,0,6.24,2563.25
P0094,2022-07-01,737.044,869.144,737.73,131.415,155.382,132.101,0,7.86,1221.3
P0094,2022-08-01,725.248,929.34,788.824,140.516,230.945,204.092,0,7.81,1803.68
P0094,2022-09-01,713.653,879.19,746.257,132.934,338.935,165.537,0,6.92,2345.43
P0094,2022-10-01,702.391,990.519,840.753,149.767,227.34,288.129,0,8.83,2007.41
P0094,2022-11-01,691.588,991.727,841.778,149.949,262.938,300.139,0,6.99,1837.94
P0094,2022-12-01,681.368,771.494,654.844,116.65,159.629,90.127,0,6.77,1080.69
P0094,2023-01-01,671.845,838.154,711.426,126.729,159.902,166.309,0,6.74,1077.74
P0094,2023-02-01,663.129,906.321,769.285,137.036,434.51,243.192,0,7.9,3432.63
P0094,2023-03-01,655.317,830.487,704.917,125.57,318.674,175.17,0,8.13,2590.82
P0094,2023-04-01,648.498,878.756,745.888,132.868,350.406,230.258,0,8.25,2890.85
P0094,2023-05-01,642.75,753.829,639.85,113.979,164.89,111.079,0,7.83,1291.09
P0094,2023-06-01,638.137,739.895,628.023,111.872,216.047,101.757,0,7.6,1641.96
P0094,2023-07-01,634.713,730.009,619.632,110.377,211.841,95.296,0,8.64,1830.31
P0094,2023-08-01,632.515,748.268,635.13,113.138,113.968,115.753,0,7.65,871.86
P0094,2023-09-01,631.568,687.883,583.875,104.008,200.09,56.315,0,7.51,1502.68
P0094,2023-10-01,631.884,793.104,673.187,119.917,295.437,161.22,0,9.13,2697.34
P0094,2023-11-01,633.459,706.834,599.961,106.873,248.81,73.376,0,8.45,2102.44
P0094,2023-12-01,636.274,728.745,618.559,110.186,140.863,92.471,0,8.67,1221.28
P0094,2024-01-01,640.298,702.946,596.661,106.285,245.205,62.648,0,8.82,2162.71
P0094,2024-02-01,645.486,761.334,646.22,115.114,88.615,115.848,0,8.15,722.21
P0094,2024-03-01,651.778,753.98,639.979,114.002,381.405,102.202,0,8.04,3066.5
P0094,2024-04-01,659.104,773.809,656.809,117.0,300.807,114.705,0,8.98,2701.25
P0094,2024-05-01,667.38,982.471,833.922,148.55,222.411,315.092,1,8.27,1839.34
P0094,2024-06-01,676.512,815.026,691.794,123.232,200.665,138.514,0,8.9,1785.92
P0094,2024-07-01,686.398,729.368,619.088,110.281,179.376,42.971,0,8.69,1558.78
P0094,2024-08-01,696.924,707.91,600.874,107.036,235.63,10.986,0,8.08,1903.89
P0094,2024-09-01,707.972,881.26,748.014,133.247,393.927,173.288,0,9.43,3714.73
P0094,2024-10-01,719.417,949.411,805.86,143.551,225.977,229.994,0,8.12,1834.93
P0094,2024-11-01,731.129,933.149,792.057,141.092,351.548,202.02,0,9.09,3195.57
P0094,2024-12-01,742.975,833.286,707.293,125.993,406.804,90.311,0,9.04,3677.51
P0095,2020-01-01,1331.608,1601.703,1388.036,213.667,82.957,270.096,0,6.15,510.19
P0095,2020-02-01,1352.839,1558.086,1350.237,207.849,650.901,205.247,0,6.46,4204.82
P0095,2020-03-01,1373.829,1759.195,1524.519,234.677,344.069,385.366,0,5.75,1978.4
P0095,2020-04-01,1394.342,1504.944,1304.184,200.759,482.928,110.602,0,5.61,2709.23
P0095,2020-05-01,1414.143,1822.569,1579.438,243.131,815.817,408.426,0,5.01,4087.24
P0095,2020-06-01,1433.009,1705.279,1477.795,227.484,404.086,272.27,0,6.84,2763.95
P0095,2020-07-01,1450.727,1633.371,1415.479,217.892,640.892,182.644,0,6.32,4050.44
P0095,2020-08-01,1467.094,1791.005,1552.085,238.92,794.134,323.911,0,8.04,6384.84
P0095,2020-09-01,1481.927,1931.235,1673.608,257.627,604.669,449.308,0,5.94,3591.73
P0095,2020-10-01,1495.056,1809.324,1567.96,241.364,357.075,314.268,0,7.19,2567.37
P0095,2020-11-01,1506.334,1744.079,1511.419,232.66,616.916,237.746,0,7.07,4361.6
P0095,2020-12-01,1515.631,1770.501,1534.316,236.185,219.548,254.869,0,6.49,1424.87
P0095,2021-01-01,1522.844,2115.725,1833.487,282.238,952.544,592.881,0,6.28,5981.98
P0095,2021-02-01,1527.89,1733.653,1502.384,231.269,966.122,205.763,0,6.45,6231.49
P0095,2021-03-01,1530.712,1652.161,1431.763,220.398,657.86,121.449,0,6.23,4098.47
P0095,2021-04-01,1531.278,2123.938,1840.605,283.333,921.802,592.66,0,6.78,6249.82
P0095,2021-05-01,1529.581,1834.155,1589.479,244.676,516.639,304.574,0,6.44,3327.16
P0095,2021-06-01,1525.642,1863.83,1615.195,248.635,636.788,338.188,0,7.22,4597.61
P0095,2021-07-01,1519.504,1815.904,1573.663,242.242,673.08,296.4,0,6.7,4509.64
P0095,2021-08-01,1511.237,2056.193,1781.897,274.296,263.185,544.956,0,6.75,1776.5
P0095,2021-09-01,1500.935,1669.13,1446.468,222.662,562.357,168.195,0,7.94,4465.11
P0095,2021-10-01,1488.714,2025.644,1755.423,270.221,787.379,536.93,0,6.63,5220.32
P0095,2021-11-01,1474.713,2025.844,1755.596,270.248,556.019,551.13,0,6.18,3436.2
